ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN,Demand Score,Stability Score,Competition Score,Margin Score,Composite Score,Cash Flow Score,Profit Score,Balanced Score,Opportunity Lane,Commercial Priority,Monthly Gross Profit,Price Compression,Lane Reason,Verdict,Verdict Reason
B0DFQBWF8X,Wilson POWER ULTRA 112 XL Tennis Racket 24PK Blue/White L2,Wilson,https://www.amazon.co.uk/dp/B0DFQBWF8X,Sports & Outdoors,OK,36.95,35.96,-3.0%,17001,37972,27,0,3,3,N,4.50,6.45,10.95,24.02,1.98,8.3%,21.67,34.97,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,4.3,8,6,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0097512828031,097512828031,,10,8,8,0,7,8,2.9,6.4,CASH FLOW,2,106.90,OK,CASH FLOW | GBP106.90/mo | 54/mo | GBP1.98 unit profit | stable | 3 sellers,MAYBE,CASH FLOW | 54/mo | GBP1.98 profit | GBP106.90 monthly gross | stable | 3 sellers
B079C4T4VH,FEDERER ADULT W/O CVR TNS RKT 3,Wilson,https://www.amazon.co.uk/dp/B079C4T4VH,Sports & Outdoors,OK,31.20,30.00,-4.0%,19103,13932,51,50,2,2,Y,4.50,5.57,10.07,20.28,0.85,4.2%,17.61,30.35,96%,Amazon EU (0%) / A30DC7701CXIBH,no,4.4,1682,3,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0887768621292,"887768621292, 887768771959",00887768621292,10,8,7,0,6.8,7.1,1.9,4.9,CASH FLOW,3,86.70,OK,CASH FLOW | GBP86.70/mo | 102/mo | GBP0.85 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 102/mo | GBP0.85 profit | GBP86.70 monthly gross | stable | 2 sellers
B00485CQNW,HEAD Base Backpack 17L NV,HEAD,https://www.amazon.co.uk/dp/B00485CQNW,Sports & Outdoors,OK,26.83,28.75,7.0%,17578,45444,24,0,8,5,Y,3.93,4.89,8.82,17.44,0.57,3.3%,15.01,26.26,0%,AllsportsSuperstore (72%) / A38K1I95QEBY,no,4.5,165,4,N,3,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0726423346692,726423346692,00726423346692,10,10,4,0,6.8,6.8,1.5,4.7,CASH FLOW,3,27.40,OK,CASH FLOW | GBP27.40/mo | 48/mo | GBP0.57 unit profit | stable | 8 sellers,MAYBE-ROI,CASH FLOW | 48/mo | GBP0.57 profit | GBP27.40 monthly gross | stable | 8 sellers
B0877L3Y76,Gatorade Buffalo Bills Towel,Gatorade,https://www.amazon.co.uk/dp/B0877L3Y76,Sports & Outdoors,OK,22.03,20.45,-8.0%,17701,18012,20,0,4,4,Y,1.72,4.15,5.87,14.32,1.84,12.9%,13.47,20.19,61%,Amazon,yes,4.7,5350,4,N,3,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0052000045390,052000045390,"00052000045390, 10052000045397",10,6,6,0,6,6.7,3.1,5.4,CASH FLOW,3,73.60,OK,CASH FLOW | GBP73.60/mo | 40/mo | GBP1.84 unit profit | stable | 4 sellers,MAYBE-ROI,CASH FLOW | 40/mo | GBP1.84 profit | GBP73.60 monthly gross | stable | 4 sellers
B0DW23BQL8,"Wilson Slam Jr 19 Tennis Racket, Provides Lightweight Strength and Effortless Control, Kid-Friendly Dimensions, Ready For High-Performance Play, Colour: Blue, Size: 19",Wilson,https://www.amazon.co.uk/dp/B0DW23BQL8,Sports & Outdoors,OK,26.00,25.58,-2.0%,18179,69653,19,0,5,3,Y,3.71,4.76,8.47,16.90,0.63,3.7%,14.61,25.37,86%,Amazon,yes,4.8,7,5,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0097512859417,097512859417,00097512859417,10,8,2,0,5.8,4.4,0.7,2.7,CASH FLOW,3,23.90,OK,CASH FLOW | GBP23.90/mo | 38/mo | GBP0.63 unit profit | stable | 5 sellers,MAYBE-ROI,CASH FLOW | 38/mo | GBP0.63 profit | GBP23.90 monthly gross | stable | 5 sellers
B0FVFDZMNX,adidas Racket Padel Control 3.2 Black,adidas,https://www.amazon.co.uk/dp/B0FVFDZMNX,Sports & Outdoors,OK,40.49,44.06,8.0%,27960,46296,30,0,2,2,N,3.93,7.00,10.93,26.32,3.25,12.3%,24.64,37.24,0%,Padelmarket (78%) / AJSZH7F91F49W,yes,4.5,2,4,N,3,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,8435739407721,,,9,10,9,1,7.7,9.2,5.1,8,CASH FLOW,2,195.00,OK,CASH FLOW | GBP195.00/mo | 60/mo | GBP3.25 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 60/mo | GBP3.25 profit | GBP195.00 monthly gross | stable | 2 sellers
B01MQGZNYP,Andux Long Neck Golf Hybrid Club Head Covers with Dial No. Tag CTMT-02 4pcs Blue,Andux,https://www.amazon.co.uk/dp/B01MQGZNYP,Sports & Outdoors,OK,22.98,22.98,0.0%,18697,81846,5,0,2,2,N,3.05,4.30,7.35,14.94,0.69,4.6%,13.03,22.29,0%,Andux Store (100%) / AI0DEM54106VN,yes,4.3,155,8,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0612032535100,612032535100,,9,10,8,0,7.3,3.5,1.1,1.9,CASH FLOW,3,6.90,OK,CASH FLOW | GBP6.90/mo | 10/mo | GBP0.69 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 10/mo | GBP0.69 profit | GBP6.90 monthly gross | stable | 2 sellers
B09M7FXSMR,Sure Shot Matthew Syed Bulk Table Tennis Balls - box of 144,Sure Shot,https://www.amazon.co.uk/dp/B09M7FXSMR,Sports & Outdoors,OK,24.99,24.99,0.0%,18712,58029,20,0,2,2,Y,3.49,4.61,8.10,16.24,0.65,4.0%,14.08,24.34,100%,Amazon,yes,0.0,0,4,N,3,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,5060556523984,,,10,10,6,0,7.2,5.8,1.1,3.5,CASH FLOW,3,26.00,OK,CASH FLOW | GBP26.00/mo | 40/mo | GBP0.65 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 40/mo | GBP0.65 profit | GBP26.00 monthly gross | stable | 2 sellers
B00DGCNSE4,MacWet Mens & Ladies 1 Pair Short Mesh Sports Gloves - Black/White 9.5,MacWet,https://www.amazon.co.uk/dp/B00DGCNSE4,Sports & Outdoors,OK,34.99,34.99,0.0%,61923,68845,3,0,2,2,N,0.00,6.15,6.15,22.74,6.09,26.8%,24.03,28.90,0%,SockShop (96%) / A29T47USMUFMPR,no,4.5,82,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5019041980368,,,3,10,10,5,6.9,6.1,8,6.8,PROFIT,3,36.50,OK,PROFIT | GBP36.50/mo | lower volume | GBP6.09 unit profit | stable | 2 sellers,BRAND APPROACH,PROFIT | 6/mo | GBP6.09 profit | GBP36.50 monthly gross | stable | 2 sellers
B0FD4Z76Y3,FootJoy WinterSof Pair Women's Golf Glove,FootJoy,https://www.amazon.co.uk/dp/B0FD4Z76Y3,Sports & Outdoors,OK,27.00,26.39,-2.0%,37290,7793,41,0,2,1,Y,2.72,4.92,7.64,17.55,1.81,10.3%,16.14,25.19,100%,Amazon,yes,4.8,28,5,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0196665931121,196665931121,,8,8,6,0,6,7.7,3.3,5.9,CASH FLOW,2,148.40,OK,CASH FLOW | GBP148.40/mo | 82/mo | GBP1.81 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 82/mo | GBP1.81 profit | GBP148.40 monthly gross | stable | 2 sellers
B0DSC7K2NP,DUNLOP tennis ball Stage 3 red - for children & beginners on the small field (12 balls),Dunlop Sports,https://www.amazon.co.uk/dp/B0DSC7K2NP,Sports & Outdoors,OK,23.52,21.30,-10.0%,25065,34646,27,0,3,3,Y,3.15,4.38,7.53,15.29,0.70,4.6%,13.32,22.82,98%,Amazon,yes,4.5,38,6,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,PRICE CHECK; AMAZON CHECK,KEEPA,0045566183033,045566183033,00045566183033,9,5,6,0,5.4,5.3,0.7,3.2,CASH FLOW,3,37.80,OK,CASH FLOW | GBP37.80/mo | 54/mo | GBP0.70 unit profit | stable | 3 sellers,MAYBE-ROI,CASH FLOW | 54/mo | GBP0.70 profit | GBP37.80 monthly gross | stable | 3 sellers
B0DTYNKGW8,"Ben Sayers LTE 6"" Pencil Golf Stand Bag | Lightweight Golf Clubs Carry Bag with Dual Shoulder Strap and Lumbar Padding | (Black/Red)",Ben Sayers,https://www.amazon.co.uk/dp/B0DTYNKGW8,Sports & Outdoors,OK,54.95,56.10,2.0%,12794,24002,24,0,5,5,Y,6.00,9.23,15.23,35.72,4.00,11.2%,33.10,50.95,7%,Esc Europe Ltd (77%) / A3NLGKQTQLZ6GL,no,4.6,17,9,N,4,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,5017915024071,,,10,10,6,1,7.4,8.4,4.9,7.6,BALANCED,2,192.00,OK,BALANCED | GBP192.00/mo | 48/mo | GBP4.00 unit profit | stable | 5 sellers,MAYBE,BALANCED | 48/mo | GBP4.00 profit | GBP192.00 monthly gross | stable | 5 sellers
B0B5G31VRN,"AXKAL Tennis Balls Bulk Orange for Kids Dogs Practice Low Compression Stage 9 16 Pack, Tennis Balls Non Slip Rubber Good for Beginner Training Ball Tool (16 Pack-Orange)",AXKAL,https://www.amazon.co.uk/dp/B0B5G31VRN,Sports & Outdoors,OK,26.99,26.99,0.0%,19399,21744,7,0,2,2,N,2.98,4.92,7.90,17.54,1.55,8.8%,15.91,25.44,0%,Jeantet Discount Shop (99%) / AZHV2J5H4M,yes,4.3,40,7,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,9,10,10,0,7.7,6.1,3,4.9,CASH FLOW,3,21.70,OK,CASH FLOW | GBP21.70/mo | 14/mo | GBP1.55 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 14/mo | GBP1.55 profit | GBP21.70 monthly gross | stable | 2 sellers
B0BN9C227N,COLLAR AND CUFFS LONDON 60MPH XL Large Windproof Strong Umbrella - StormDefender Big Golf Umbrella - Best for Vented Canopy - Fiberglass - Rainproof Auto Open - Non Slip Handle - Black with Red Ribs,COLLAR AND CUFFS LONDON,https://www.amazon.co.uk/dp/B0BN9C227N,Sports & Outdoors,OK,24.90,24.94,0.0%,19558,13507,14,50,2,2,N,4.50,4.60,9.10,16.18,-0.38,-2.4%,13.17,25.28,0%,COLLAR AND CUFFS LONDON LTD (100%) / A1J,yes,4.6,179,9,N,4,AVERAGE,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,9,10,8,0,7.3,4.7,1.3,2.6,UNASSIGNED,9,-19.00,OK,,MAYBE,MAYBE | 50/mo | GBP-0.38 profit | GBP-19.00 monthly gross | stable | 2 sellers | ROI -2%
B0CKRWT41W,"Wilson Fierce Red Adult Twin Badminton Racket, including Shuttlecocks & Carry Case",Racketworld,https://www.amazon.co.uk/dp/B0CKRWT41W,Sports & Outdoors,OK,27.99,28.30,1.0%,20121,32510,25,0,2,2,N,4.65,5.07,9.72,18.19,0.07,0.4%,15.22,27.92,0%,Racketworld (85%) / A2U69NIMV1A46Q,no,4.4,133,1,N,3,WEAK,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5056666213259,,,9,10,8,0,7.3,4.7,1.3,2.6,UNASSIGNED,9,3.50,OK,,BRAND APPROACH,BRAND APPROACH | 50/mo | GBP0.07 profit | GBP3.50 monthly gross | stable | 2 sellers | weak listing 1 imgs
B0CSKCMTW5,"Butterfly Ovtcharov Expert Table Tennis Bat, Professional Table Tennis Bat for Advanced & Competition Players, ITTF Approved for Competitions, Extremely Grippy/Sticky Pads for Maximum Spin",Butterfly,https://www.amazon.co.uk/dp/B0CSKCMTW5,Sports & Outdoors,OK,40.66,41.41,2.0%,20172,42470,22,0,3,2,Y,2.94,7.03,9.97,26.43,4.27,16.1%,25.58,36.39,0%,Amazon EU (0%) / A30DC7701CXIBH,no,4.3,70,7,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,4255906900398,,44906901011128,9,10,9,1,7.7,8.8,5.9,7.9,BALANCED,2,187.90,OK,BALANCED | GBP187.90/mo | 44/mo | GBP4.27 unit profit | stable | 3 sellers,MAYBE,BALANCED | 44/mo | GBP4.27 profit | GBP187.90 monthly gross | stable | 3 sellers
B06XGNX9D9,"Callaway FT Launch Zone Golf Hitting Mat with Rubber Backing Golf Putting Mat, Green, 1' x 2'",Izzo,https://www.amazon.co.uk/dp/B06XGNX9D9,Sports & Outdoors,OK,44.60,51.29,13.0%,28747,32122,24,0,2,2,Y,4.65,7.63,12.28,28.99,3.33,11.5%,26.93,41.27,98%,Amazon,yes,4.4,2657,6,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0689769102479,689769102479,00689769102479,10,10,7,1,7.6,6.8,3.9,5.9,CASH FLOW,2,159.80,SQUEEZED,CASH FLOW | GBP159.80/mo | 48/mo | GBP3.33 unit profit | SQUEEZED | 2 sellers,MAYBE,CASH FLOW | 48/mo | GBP3.33 profit | GBP159.80 monthly gross | SQUEEZED | 2 sellers
B0DGXS1ZCB,"SPORTNOW 5M Portable Badminton Set, Height Adjustable Tennis Volleyball Net with 3 Shuttlecocks, 4 Rackets and with Carry Bag, Multi-Sports Badminton Net for Indoor Outdoor, Garden, Beach Games",SPORTNOW,https://www.amazon.co.uk/dp/B0DGXS1ZCB,Sports & Outdoors,HEAVY,39.96,39.51,-1.0%,20541,40674,39,0,2,1,Y,5.40,6.91,12.31,25.97,1.67,6.4%,23.04,38.29,47%,Amazon,yes,4.6,16,9,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,5056725596255,,,9,8,8,0,6.7,8.6,2.9,6.7,CASH FLOW,2,130.30,OK,CASH FLOW | GBP130.30/mo | 78/mo | GBP1.67 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 78/mo | GBP1.67 profit | GBP130.30 monthly gross | stable | 2 sellers
B07L19GFPT,"STIGA Royal WRB 3-Star Table Tennis Bat - ITTF Approved, Offensive Bat with WRB System, 5-Ply Blade, 2.0 mm Sponge, Enhanced Speed, Control, and Spin for Skill Development and Game Improvement",STIGA,https://www.amazon.co.uk/dp/B07L19GFPT,Sports & Outdoors,OK,39.91,39.44,-1.0%,20666,14794,77,50,2,2,Y,2.72,6.91,9.63,25.94,4.33,16.7%,25.23,35.58,98%,Amazon,yes,4.4,394,9,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,7318688025356,,07318688025356,9,8,7,1,6.7,7.9,5.3,6.9,CASH FLOW,1,666.80,OK,CASH FLOW | GBP666.80/mo | 154/mo | GBP4.33 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 154/mo | GBP4.33 profit | GBP666.80 monthly gross | stable | 2 sellers
B0CRZ8JWGH,"Team Butterfly Champion Table Tennis Bat, Professional Table Tennis Bat for Advanced and Experienced Players, ITTF Approved for Competitions",Butterfly,https://www.amazon.co.uk/dp/B0CRZ8JWGH,Sports & Outdoors,OK,39.99,39.51,-1.0%,21351,18469,21,0,4,4,Y,2.10,6.92,9.02,25.99,4.97,19.1%,25.81,35.02,0%,Sports Advisor (0%) / A155GLL35DUT4F,no,4.5,303,7,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,4255906900367,,44906901011135,9,8,7,1,6.7,8.3,5.9,7.9,BALANCED,1,208.70,OK,BALANCED | GBP208.70/mo | 42/mo | GBP4.97 unit profit | stable | 4 sellers,MAYBE-ROI,BALANCED | 42/mo | GBP4.97 profit | GBP208.70 monthly gross | stable | 4 sellers
B09S6HFTT7,FORB Portable Garden Golf Net 7ft x 7ft – Durable Pop-Up Net for Home Practice – Versatile for Multiple Ball Sports – Easy Assembly with Carry Bag,FORB,https://www.amazon.co.uk/dp/B09S6HFTT7,Sports & Outdoors,HEAVY,47.99,58.78,18.0%,21271,21177,42,0,2,2,N,7.39,8.30,15.69,31.19,1.11,3.5%,26.92,46.88,0%,Net World Sports (65%) / A2U6UUBP4GOB5A,no,4.8,26,7,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,"5056386834918, 5059706139472",,,9,10,10,0,7.7,8.8,2.2,6.3,CASH FLOW,3,93.20,SQUEEZED,CASH FLOW | GBP93.20/mo | 84/mo | GBP1.11 unit profit | SQUEEZED | 2 sellers,MAYBE,CASH FLOW | 84/mo | GBP1.11 profit | GBP93.20 monthly gross | SQUEEZED | 2 sellers
B0D9X17LRN,"Qivine Tennis Racket Set 2 Players Tennis Training Equipment for Kids Child, Outdoor Sport Activity with 2 Tennis Rackets, 1 Tennis Balls and Carry Bag, Beginner Practice Racquet 21""",Qivine,https://www.amazon.co.uk/dp/B0D9X17LRN,Sports & Outdoors,OK,20.99,20.99,0.0%,13171,52034,21,0,2,2,N,3.93,3.99,7.92,13.64,-0.58,-4.2%,10.89,21.57,0%,Gartwan (99%) / A1RXSTGTL4OXMB,yes,2.5,8,8,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,9,10,9,0,7.5,6.1,1.8,4,UNASSIGNED,9,-24.40,OK,,MAYBE,MAYBE | 42/mo | GBP-0.58 profit | GBP-24.40 monthly gross | stable | 2 sellers | ROI -4%
B08BFFGP28,"JOOLA Table Tennis Bat Case, Aluminium, Black, 29 x 22 x 5.5 cm",JOOLA,https://www.amazon.co.uk/dp/B08BFFGP28,Sports & Outdoors,OK,22.42,22.52,0.0%,21820,69854,18,0,6,4,Y,2.97,4.21,7.18,14.57,0.67,4.6%,12.70,21.75,0%,Joola Tischtennis GmbH (100%) / A54MA695,yes,4.6,94,4,N,3,AVERAGE,Y,-,MAYBE-ROI,AMAZON CHECK,KEEPA,4002560805442,,04002560805442,9,10,3,0,6.3,4.8,1,2.8,CASH FLOW,3,24.10,OK,CASH FLOW | GBP24.10/mo | 36/mo | GBP0.67 unit profit | stable | 6 sellers,MAYBE-ROI,CASH FLOW | 36/mo | GBP0.67 profit | GBP24.10 monthly gross | stable | 6 sellers
B0CB5RLM6V,"GYMAX Tennis Ball Cart, Foldable Tennis Balls Hopper Basket with Wheels, Side Pockets & Carry Bag, 150 Ball Capacity Available, Lightweight Tennis Teaching Cart",GYMAX,https://www.amazon.co.uk/dp/B0CB5RLM6V,Sports & Outdoors,OK,44.99,46.22,3.0%,21992,124457,12,0,2,2,Y,4.95,7.69,12.64,29.24,3.10,10.6%,26.95,41.89,58%,Amazon,yes,5.0,3,9,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,7984701444918,,,8,10,8,1,7.2,6.7,4.6,6.1,BALANCED,3,74.40,OK,BALANCED | GBP74.40/mo | 24/mo | GBP3.10 unit profit | stable | 2 sellers,MAYBE,BALANCED | 24/mo | GBP3.10 profit | GBP74.40 monthly gross | stable | 2 sellers
B09H3DLLRZ,Fulton Titan 1 Black Golf Umbrella,Fulton,https://www.amazon.co.uk/dp/B09H3DLLRZ,Sports & Outdoors,OK,35.17,36.19,3.0%,21937,11411,97,50,5,5,Y,4.50,6.18,10.68,22.86,1.63,7.1%,20.41,33.54,80%,Venture Blue (95%) / A2UKPY8E9GO47,yes,4.3,84,10,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,5020815039878,,,9,10,4,0,6.5,7.7,2.5,5.8,CASH FLOW,1,316.20,OK,CASH FLOW | GBP316.20/mo | 194/mo | GBP1.63 unit profit | stable | 5 sellers,MAYBE-ROI,CASH FLOW | 194/mo | GBP1.63 profit | GBP316.20 monthly gross | stable | 5 sellers
B085QMVTBX,HEAD TOUR XT TENNIS BALL PREMIUM PERFORMANCE TENNIS BALLS,HEAD,https://www.amazon.co.uk/dp/B085QMVTBX,Sports & Outdoors,OK,29.95,26.17,-14.0%,16615,28868,48,0,2,3,N,3.26,5.37,8.63,19.47,1.85,9.5%,17.77,28.10,0%,Racquet Depot UK (88%) / A2XJF6955O5VGL,no,4.4,50,1,N,3,WEAK,N,-,MAYBE-ROI,PRICE CHECK; LOW SELLER CHECK,KEEPA,0072489709217,072489709217,,10,5,10,0,6.5,8.8,2.8,6.9,CASH FLOW,2,177.60,OK,CASH FLOW | GBP177.60/mo | 96/mo | GBP1.85 unit profit | stable | 2 sellers,BRAND APPROACH,CASH FLOW | 96/mo | GBP1.85 profit | GBP177.60 monthly gross | stable | 2 sellers
B0FXGMCLWH,"Butterfly Timo Boll Comfort Table Tennis Racket Control Ping Pong Bat with Spryer 1.7mm Rubber, 5-Ply Blade, Lightweight Design for Beginners, Youth & Players with Small Hands",Butterfly,https://www.amazon.co.uk/dp/B0FXGMCLWH,Sports & Outdoors,OK,29.99,29.99,0.0%,22514,70162,4,0,2,2,Y,2.72,5.38,8.10,19.49,2.39,12.3%,18.24,27.60,100%,Amazon,yes,0.0,0,7,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,,,44906901013320,8,10,6,0,6.6,3.7,3.5,3.4,UNASSIGNED,4,19.10,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 8/mo | GBP2.39 profit | GBP19.10 monthly gross | stable | 2 sellers | needs trade under GBP18.24
B0B1QBF43Y,Yonex Arcsaber 11 Play 4u Badminton Racket 5,YONEX,https://www.amazon.co.uk/dp/B0B1QBF43Y,Sports & Outdoors,OK,48.38,50.60,4.0%,22521,36550,38,0,12,9,N,4.50,8.22,12.72,31.45,4.22,13.4%,29.72,44.16,0%,AllsportsSuperstore (72%) / A38K1I95QEBY,no,4.2,26,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,"4550468208099, 4550468208105",,,9,10,0,1,5.9,8.3,4.7,7.6,CASH FLOW,1,320.70,OK,CASH FLOW | GBP320.70/mo | 76/mo | GBP4.22 unit profit | stable | 12 sellers,MAYBE-ROI,CASH FLOW | 76/mo | GBP4.22 profit | GBP320.70 monthly gross | stable | 12 sellers
B0FH2B5Y9C,"display4top 5M Badminton Net Set, Volleyball Tennis Net, Height Adjustable, Portable with Portable Carry Bag, Sports Net for Indoor or Outdoor Court, Beach, Driveway, Blue",display4top,https://www.amazon.co.uk/dp/B0FH2B5Y9C,Sports & Outdoors,HEAVY,39.09,45.65,14.0%,22843,40050,14,0,2,2,N,5.10,6.78,11.88,25.41,1.80,7.1%,22.67,37.29,0%,Queenmail (95%) / A21KO04MO3DFAX,yes,4.5,988,7,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,9,10,10,0,7.7,7.1,2.6,5.5,BALANCED,3,50.40,SQUEEZED,BALANCED | GBP50.40/mo | 28/mo | GBP1.80 unit profit | SQUEEZED | 2 sellers,MAYBE,BALANCED | 28/mo | GBP1.80 profit | GBP50.40 monthly gross | SQUEEZED | 2 sellers
B0FNW2DQQH,"NZNDB Tennis Bags for Women Girl, Tennis Sling Crossbody Backpack, Water Resistant Tennis Bag for Pickleball, Tennis, Racketball(Pink)",NZNDB,https://www.amazon.co.uk/dp/B0FNW2DQQH,Sports & Outdoors,OK,33.44,46.80,29.0%,65652,51676,15,0,3,4,N,3.71,5.91,9.62,21.74,2.08,9.6%,19.85,31.36,0%,feichuguoji (0%) / A3E113X7Q3K6XZ,no,4.7,105,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,,,,4,10,10,0,6.2,6.6,2.5,5.3,UNASSIGNED,4,62.40,COMPRESSED,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 30/mo | GBP2.08 profit | GBP62.40 monthly gross | COMPRESSED | 3 sellers | needs trade under GBP19.85
B0GKBCP4F8,"Babolat Eagle Tennis Racket, Black/Blue (Available in Grip Size L2 & L3) (L2 (4 1/4""))",Babolat,https://www.amazon.co.uk/dp/B0GKBCP4F8,Sports & Outdoors,OK,29.99,36.39,18.0%,17375,25799,3,0,2,2,N,17.64,5.38,23.02,19.49,-12.52,-64.2%,5.81,42.51,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,0.0,0,3,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,3324922146309,,,9,10,9,0,7.5,3.6,1.1,2.2,UNASSIGNED,9,-75.10,SQUEEZED,,BRAND APPROACH,BRAND APPROACH | 6/mo | GBP-12.52 profit | GBP-75.10 monthly gross | SQUEEZED | 2 sellers | weak listing 3 imgs
B00RZTV5B2,"Wilson Tour Slam Adult Recreational Tennis Racket - Grip Size 3-4 3/8"", Grey/Green",Wilson,https://www.amazon.co.uk/dp/B00RZTV5B2,Sports & Outdoors,OK,39.95,39.95,0.0%,32633,28449,42,0,4,5,N,4.65,6.91,11.56,25.97,2.42,9.3%,23.66,37.53,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,4.6,3241,6,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0887768295523,887768295523,00887768295523,9,10,8,0,7.3,9.4,3.6,7.5,CASH FLOW,1,203.30,OK,CASH FLOW | GBP203.30/mo | 84/mo | GBP2.42 unit profit | stable | 4 sellers,MAYBE,CASH FLOW | 84/mo | GBP2.42 profit | GBP203.30 monthly gross | stable | 4 sellers
B0DQ65HSPK,"Wilson Team Backpack, Features a Breathable Design with Secure Zip, Cushioned Sleeve and Customisable Straps, Colour: Oats",Wilson,https://www.amazon.co.uk/dp/B0DQ65HSPK,Sports & Outdoors,OK,55.00,47.72,-15.0%,23297,47675,24,0,3,4,Y,3.93,9.24,13.17,35.75,6.08,17.0%,34.86,48.92,90%,Amazon,yes,4.4,82,8,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,PRICE CHECK; AMAZON CHECK,KEEPA,0097512887540,097512887540,,9,5,7,1,5.8,6.6,5.5,6.6,CASH FLOW,2,291.80,OK,CASH FLOW | GBP291.80/mo | 48/mo | GBP6.08 unit profit | stable | 3 sellers,MAYBE-ROI,CASH FLOW | 48/mo | GBP6.08 profit | GBP291.80 monthly gross | stable | 3 sellers
